contig	plasforest_pls	plasforest_chr	plasgraph2_pls	plasgraph2_chr	platon_pls	platon_chr	rfplasmid_pls	rfplasmid_chr	mlplasmid_pls	mlplasmid_chr	length	read_depth	gc_content	matepair	mobility	origintransfer	replicon	moblabel_chr	moblabel_pls	pfamscore_chr	pfamscore_pls	pfamlabel_chr	pfamlabel_pls	chromosome	plasmid
EC_0731_1H1_D_240	0	1	0.20302527	0.9593426	0	1	0.325	0.675	0.5	0.5	145	2.093351855725762	0.5793103448275863	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_241	0	1	0.12455277	0.98625344	0	1	0.306	0.694	0.5	0.5	145	3.617728885787905	0.4827586206896552	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_242	0	1	0.032140642	0.99288285	0	1	0.396	0.604	0.5	0.5	145	0.9145711018109438	0.496551724137931	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_243	0	1	0.0134535795	0.99586916	0	1	0.323	0.677	0.5	0.5	141	0.7954674419682506	0.4539007092198581	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_244	0	1	0.6536959	0.73218185	0	1	0.327	0.673	0.5	0.5	141	2.0731216953751224	0.5602836879432624	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_245	0	1	0.07004447	0.99513656	0	1	0.292	0.708	0.5	0.5	140	2.3973178440035423	0.5285714285714286	0.0	0.0	0.0	0.0	0	0	0.024171769036215	-1.5260563034949577	0	0	1	0
EC_0731_1H1_D_246	1	0	0.55210304	0.8008908	0	1	0.383	0.617	0.5	0.5	139	2.202068612185947	0.5179856115107914	0.0	0.0	0.0	0.0	0	0	-0.6476051460593748	2.787994404662455	0	0	1	0
EC_0731_1H1_D_247	0	1	0.69268125	0.48473617	0	1	0.434	0.566	0.5	0.5	139	0.9714284998490568	0.3093525179856115	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_248	1	0	0.16528413	0.97451544	0	1	0.345	0.655	0.5	0.5	138	2.221133815934352	0.5289855072463768	0.0	0.0	0.0	0.0	0	0	-0.3171902660676835	2.2715466221941387	0	0	0	1
EC_0731_1H1_D_249	0	1	0.5395832	0.69799984	0	1	0.476	0.524	0.5	0.5	137	0.8689711930032455	0.2481751824817518	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_250	0	1	0.54845804	0.6853485	0	1	0.481	0.519	0.5	0.5	137	0.7635726838971681	0.2481751824817518	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_251	0	1	0.17925867	0.97039783	0	1	0.34	0.66	0.5	0.5	136	2.390340630805211	0.4779411764705882	0.0	0.0	0.0	0.0	0	0	0.0260358096556316	-1.856297990365535	0	0	1	0
EC_0731_1H1_D_252	0	1	0.29551727	0.8478099	0	1	0.366	0.634	0.5	0.5	136	0.9538739817590344	0.4191176470588235	0.0	0.0	0.0	0.0	0	0	0.0297727401606797	-3.4011973816620644	0	0	1	0
EC_0731_1H1_D_253	0	1	0.3154219	0.8384086	0	1	0.357	0.643	0.5	0.5	136	0.945915950260111	0.4338235294117647	0.0	0.0	0.0	0.0	0	0	0.0297727401606797	-3.4011973816620644	0	0	1	0
EC_0731_1H1_D_254	0	1	0.06598236	0.99229664	0	1	0.351	0.649	0.5	0.5	135	2.097936523644235	0.5185185185185185	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_255	0	1	0.68986505	0.4898105	0	1	0.433	0.567	0.5	0.5	135	0.9284829383963432	0.3185185185185185	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_256	0	1	0.1685575	0.975368	0	1	0.405	0.595	0.5	0.5	134	2.1044377330696107	0.5	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_257	0	1	0.5581112	0.72901577	0	1	0.44	0.56	0.5	0.5	134	1.468095847117609	0.2985074626865671	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_258	0	1	0.054739133	0.9946965	0	1	0.29	0.71	0.5	0.5	133	2.8785701848773604	0.5488721804511278	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_259	0	1	0.44637036	0.9041729	0	1	0.338	0.662	0.5	0.5	132	2.613198081454267	0.5227272727272727	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_260	0	1	0.057563603	0.9869193	0	1	0.293	0.707	0.5	0.5	130	1.00553417018137	0.6230769230769231	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_261	0	1	0.061641697	0.99231875	0	1	0.367	0.633	0.5	0.5	125	1.6952373317232714	0.616	0.0	0.0	0.0	0.0	0	0	-0.0595179352987074	1.046710618543676	0	0	1	0
EC_0731_1H1_D_262	0	1	0.07919564	0.99159205	0	1	0.304	0.696	0.5	0.5	124	2.1445222613185555	0.5161290322580645	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_263	0	1	0.048107278	0.9806262	0	1	0.4	0.6	0.5	0.5	124	0.9697811589931552	0.4112903225806452	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_264	1	0	0.08649524	0.9877471	0	1	0.326	0.674	0.5	0.5	124	1.580833582817767	0.5887096774193549	0.0	0.0	0.0	0.0	0	0	0.0263157247281533	-1.9169226121819705	0	0	1	0
EC_0731_1H1_D_265	0	1	0.07991525	0.99274325	0	1	0.356	0.644	0.5	0.5	123	3.275657542843472	0.5121951219512195	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_266	0	1	0.74803066	0.5307102	0	1	0.39	0.61	0.5	0.5	123	2.1795962235363824	0.3008130081300813	0.0	0.0	0.0	0.0	0	0	0.0212652262051875	-1.1631508098055896	0	0	1	0
EC_0731_1H1_D_267	0	1	0.07744558	0.9905747	0	1	0.339	0.661	0.5	0.5	122	2.0626871916153187	0.5983606557377049	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_268	0	1	0.12007262	0.95548856	0	1	0.38	0.62	0.5	0.5	122	1.1183332853154089	0.4590163934426229	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_269	0	1	0.0481177	0.9887662	0	1	0.373	0.627	0.5	0.5	121	0.9158375223753088	0.5785123966942148	0.0	0.0	0.0	0.0	0	0	-0.0595179352987074	1.046710618543676	0	0	1	0
EC_0731_1H1_D_270	0	1	0.059692822	0.9928913	0	1	0.359	0.641	0.5	0.5	120	1.703592450580161	0.575	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_271	0	1	0.4513782	0.89142907	0	1	0.362	0.638	0.5	0.5	120	2.242228298925359	0.4833333333333333	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_272	1	0	0.11365067	0.97015274	0	1	0.322	0.678	0.5	0.5	120	1.1748975652407012	0.6416666666666667	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_273	0	1	0.52790856	0.7974566	0	1	0.444	0.556	0.5	0.5	119	1.6610740398816004	0.3025210084033613	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_274	1	0	0.17366657	0.96956277	0	1	0.356	0.644	0.5	0.5	119	2.1485563932943594	0.5210084033613446	0.0	0.0	0.0	0.0	0	0	-0.0002784289414901	0.0088655197117049	0	0	1	0
EC_0731_1H1_D_275	0	1	0.2334727	0.89983416	0	1	0.372	0.628	0.5	0.5	118	1.0270608144925613	0.5169491525423728	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_276	0	1	0.077491805	0.9902668	0	1	0.327	0.673	0.5	0.5	116	2.2415769253413136	0.5086206896551724	0.0	0.0	0.0	0.0	0	0	0.0260358096556316	-1.856297990365535	0	0	1	0
EC_0731_1H1_D_277	1	0	0.17557865	0.9621874	0	1	0.35	0.65	0.5	0.5	115	1.4293222082065555	0.5478260869565217	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_278	0	1	0.07584544	0.99068296	0	1	0.375	0.625	0.5	0.5	114	2.966117299856071	0.5526315789473685	0.0	0.0	0.0	0.0	0	0	-0.0595179352987074	1.046710618543676	0	0	1	0
EC_0731_1H1_D_279	0	1	0.12698907	0.9597722	0	1	0.356	0.644	0.5	0.5	114	0.9842179696434856	0.5701754385964912	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_280	1	0	0.20684828	0.9019226	0	1	0.395	0.605	0.5	0.5	111	0.9041203137115392	0.4234234234234234	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_281	0	1	0.057215862	0.9948535	0	1	0.352	0.648	0.5	0.5	110	2.8455505547322915	0.5818181818181818	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_282	1	0	0.077985756	0.992761	0	1	0.337	0.663	0.5	0.5	110	2.221346764990674	0.6090909090909091	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	1
EC_0731_1H1_D_283	0	1	0.14862423	0.9799019	0	1	0.362	0.638	0.5	0.5	108	1.983344878512564	0.5740740740740741	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_284	0	1	0.041582353	0.99702305	0	1	0.362	0.638	0.5	0.5	106	2.4356361477265183	0.4811320754716981	0.0	0.0	0.0	0.0	0	0	0.0007193147681991	-0.0232862059454035	0	0	1	0
EC_0731_1H1_D_285	0	1	0.017070713	0.9969951	0	1	0.373	0.627	0.5	0.5	106	1.0756019255605258	0.4811320754716981	0.0	0.0	0.0	0.0	0	0	0.0007193147681991	-0.0232862059454035	0	0	1	0
EC_0731_1H1_D_286	0	1	0.044638798	0.9949645	0	1	0.389	0.611	0.5	0.5	105	2.8472416207677944	0.5047619047619047	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_287	0	1	0.04168981	0.9958602	0	1	0.383	0.617	0.5	0.5	105	3.582604817909768	0.5238095238095238	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_288	0	1	0.4497237	0.8130131	0	1	0.383	0.617	0.5	0.5	103	0.8710931677174241	0.5631067961165048	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_289	1	0	0.27984747	0.99888134	0	1	0.417	0.583	0.5	0.5	103	8.51617097554468	0.4854368932038835	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	1
EC_0731_1H1_D_290	0	1	0.45176515	0.8179285	0	1	0.37	0.63	0.5	0.5	103	0.9832672147390812	0.5436893203883495	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_291	1	0	0.10756411	0.9945719	0	1	0.308	0.692	0.5	0.5	101	3.104045656277676	0.6237623762376238	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_292	0	1	0.03670437	0.99368274	0	1	0.362	0.638	0.5	0.5	101	1.0039357996174432	0.594059405940594	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_0731_1H1_D_293	0	1	0.036481448	0.9936847	0	1	0.361	0.639	0.5	0.5	101	0.9955080275531026	0.594059405940594	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_2655_2S2_D_1	0	1	0.0042572054	0.99769354	0	1	0.0	1.0	0.0316916893530393	0.968308310646961	236453	1.0567958081543585	0.5124612502273179	0.0	0.0	0.0	0.0	1	0	4.075505883016964	-447.3473075249432	1	0	1	0
EC_2655_2S2_D_2	0	1	0.0031333158	0.99807996	0	1	0.0	1.0	0.0291468658845432	0.970853134115457	216940	0.9682281137679024	0.5092329676408224	0.0	0.0	0.0	0.0	1	0	0.082786446503829	-426.0744897291013	0	0	1	0
EC_2655_2S2_D_3	0	1	0.0028377222	0.9984935	0	1	0.0	1.0	0.0337975200607229	0.966202479939277	208805	1.017075106586039	0.5183783913220469	0.0	0.0	0.0	0.0	1	0	4.768706419769651	-488.1966113038719	1	0	1	0
EC_2655_2S2_D_4	0	1	0.0054886765	0.99700606	0	1	0.0	1.0	0.0204847618290181	0.979515238170982	205412	1.0	0.5137187700815922	0.0	0.0	0.0	0.0	1	0	4.982508858809341	-503.00924608391466	1	0	1	0
EC_2655_2S2_D_5	0	1	0.005944053	0.99667764	0	1	0.0	1.0	0.0214243670897039	0.978575632910296	203098	0.9815770981568313	0.5139390835951118	0.0	0.0	0.0	0.0	1	0	4.598634337366399	-453.8653900116273	1	0	1	0
EC_2655_2S2_D_6	0	1	0.007077637	0.9960627	0	1	0.0	1.0	0.0108320263693019	0.989167973630698	184823	0.9792073178207756	0.5163210206521915	0.0	0.0	0.0	0.0	1	0	4.272706855945806	-352.26318346731665	1	0	1	0
EC_2655_2S2_D_7	0	1	0.004198985	0.9977279	0	1	0.0	1.0	0.0252336502619318	0.974766349738068	170970	0.981924051222072	0.4980990817102416	0.0	0.0	0.0	0.0	1	0	4.23230663969894	-359.3673055991718	1	0	1	0
EC_2655_2S2_D_8	0	1	0.004054665	0.9977709	0	1	0.0	1.0	0.0307320473183268	0.969267952681673	150168	1.020087417134515	0.524499227531831	0.0	0.0	0.0	0.0	1	0	3.3475299739395448	-290.517499279929	1	0	1	0
EC_2655_2S2_D_9	0	1	0.008434925	0.9948006	0	1	0.0	1.0	0.0224278030530355	0.977572196946965	134411	0.989169876062852	0.5031284641881989	0.0	0.0	0.0	0.0	1	0	3.0126479457125104	-291.1198445893607	1	0	1	0
EC_2655_2S2_D_10	0	1	0.008537321	0.99524343	0	1	0.0	1.0	0.0412786581073882	0.958721341892612	127627	1.0511536812884097	0.5152984869972654	0.0	0.0	0.0	0.0	1	0	2.7179875703359224	-291.54010446483704	1	0	1	0
EC_2655_2S2_D_11	0	1	0.004886714	0.9971801	0	1	0.0	1.0	0.0322830205881824	0.967716979411818	127117	1.0706411677382075	0.513983180849139	0.0	0.0	0.0	0.0	1	0	3.1358714578503117	-252.72655073036069	1	0	1	0
EC_2655_2S2_D_12	0	1	0.012212946	0.99299455	0	1	0.0	1.0	0.0188472480998992	0.981152751900101	120448	1.005037012839762	0.4989373007438895	0.0	0.0	0.0	0.0	1	0	0.6759681537950684	-223.70172305027543	1	0	1	0
EC_2655_2S2_D_13	0	1	0.0091746105	0.99490654	0	1	0.0	1.0	0.0157181757151631	0.984281824284837	113148	1.0083748580589094	0.5100841375897055	0.0	0.0	0.0	0.0	1	0	2.431134051205997	-253.02313858528407	1	0	1	0
EC_2655_2S2_D_14	0	1	0.0033377358	0.99802923	0	1	0.0	1.0	0.024601879480404	0.975398120519596	106350	1.029099822195165	0.5074847202632816	0.0	0.0	0.0	0.0	1	0	1.8425690241136772	-210.19557021615933	1	0	1	0
EC_2655_2S2_D_15	0	1	0.007577977	0.9958625	0	1	0.0	1.0	0.0618220796193777	0.938177920380622	104941	1.0689103428367763	0.5201398881276146	0.0	0.0	0.0	0.0	1	0	2.961730528535929	-262.0198660464509	1	0	1	0
EC_2655_2S2_D_16	0	1	0.008486666	0.9952524	0	1	0.0	1.0	0.0131845182206455	0.986815481779355	100609	1.0306606048627691	0.5137313759206433	0.0	0.0	0.0	0.0	1	0	2.6655352166787027	-255.12604952668443	1	0	1	0
EC_2655_2S2_D_17	0	1	0.011602573	0.9934153	0	1	0.002	0.998	0.0141566671848403	0.98584333281516	95542	0.9924660975334634	0.5047413702874128	0.0	0.0	0.0	0.0	0	0	-0.3939141337014264	-148.8903388801277	0	0	1	0
EC_2655_2S2_D_18	0	1	0.008831078	0.9950175	0	1	0.0	1.0	0.0435904129104654	0.956409587089535	94237	1.0455504715117112	0.5137366427199508	0.0	0.0	0.0	0.0	0	0	1.875610960372497	-171.75744861467075	1	0	1	0
EC_2655_2S2_D_19	0	1	0.015375194	0.9907805	0	1	0.002	0.998	0.0457999963045597	0.95420000369544	92665	1.1071077399220124	0.4858468677494199	0.0	0.0	0.0	0.0	0	0	-1.539035071304455	-139.09412650558858	0	0	1	0
EC_2655_2S2_D_20	0	1	0.0088206185	0.99509704	0	1	0.0	1.0	0.0103460038271441	0.989653996172856	89478	1.0071998116791558	0.5261852075370482	0.0	0.0	0.0	0.0	0	0	2.0184234034643405	-189.1853463641241	1	0	1	0
EC_2655_2S2_D_21	0	1	0.007938456	0.99558854	0	1	0.0	1.0	0.01844202390893	0.98155797609107	88944	1.0414300052692365	0.5171905918330635	0.0	0.0	0.0	0.0	0	0	-1.5085193388582834	-171.04687388323214	0	0	1	0
EC_2655_2S2_D_22	0	1	0.0127933845	0.99275196	0	1	0.23	0.77	0.069844502176328	0.930155497823672	88522	0.9900000038114612	0.5136011386999841	0.0	0.0	0.0	0.0	0	0	-2.934739816010528	-83.29196128858159	0	0	1	0
EC_2655_2S2_D_23	0	1	0.008782843	0.9950906	0	1	0.0	1.0	0.0277541675312933	0.972245832468707	86212	1.0415927726045726	0.5122024776133253	0.0	0.0	0.0	0.0	0	0	1.2278180072363494	-163.79608377798513	1	0	1	0
EC_2655_2S2_D_24	0	1	0.014207548	0.9918719	0	1	0.004	0.996	0.0552666452878711	0.944733354712129	71721	1.027103032537093	0.4857294237392117	0.0	0.0	0.0	0.0	0	0	0.776829070349164	-101.24147355848294	1	0	1	0
EC_2655_2S2_D_25	0	1	0.01624104	0.990342	0	1	0.0	1.0	0.0161063217070034	0.983893678292997	67300	0.9858795204396856	0.5207429420505201	0.0	0.0	0.0	0.0	0	0	0.2024162219810632	-172.7412105566215	0	0	1	0
EC_2655_2S2_D_26	0	1	0.008942829	0.99496216	0	1	0.002	0.998	0.0139377928208003	0.9860622071792	65735	0.9554732443852346	0.4962196698866661	0.0	0.0	0.0	0.0	0	0	0.3787637271201634	-120.46066525153694	0	0	1	0
EC_2655_2S2_D_27	0	1	0.015740903	0.9911245	0	1	0.0	1.0	0.0158988939504912	0.984101106049509	63090	1.0092065322517896	0.5146932952924393	0.0	0.0	0.0	0.0	0	0	1.0387469544508727	-140.90166580941877	1	0	1	0
EC_2655_2S2_D_28	0	1	0.012263061	0.99314547	0	1	0.0	1.0	0.0378718641094481	0.962128135890552	61995	1.0600345346670763	0.5165577869182999	0.0	0.0	0.0	0.0	0	0	1.4562299931241895	-139.95537995433358	1	0	1	0
EC_2655_2S2_D_29	0	1	0.015066279	0.99152404	0	1	0.0	1.0	0.0588199462570472	0.941180053742953	57237	1.0081942532073724	0.5072767615353705	0.0	0.0	0.0	0.0	0	0	1.4162678978295062	-127.83729024033262	1	0	1	0
EC_2655_2S2_D_30	0	1	0.0153841	0.99141544	0	1	0.046	0.954	0.024433128397831	0.975566871602169	55347	0.9807133298099162	0.5271830451514987	0.0	0.0	0.0	0.0	0	0	0.1481935896431245	-81.26829237690525	0	0	1	0
EC_2655_2S2_D_31	1	0	0.023793405	0.9857403	1	0	0.997	0.003	0.757718744174128	0.242281255825872	55101	0.8153149608343965	0.5194098110742091	1.0	1.0	1.0	1.0	0	1	-52.96241226309678	158.50516963107222	0	1	0	1
EC_2655_2S2_D_32	0	1	0.018408725	0.9889214	0	1	0.0	1.0	0.0339213114118487	0.966078688588151	55001	1.023139862094443	0.5132633952109962	0.0	0.0	0.0	0.0	0	0	1.2947358179282862	-111.30720672373305	1	0	1	0
EC_2655_2S2_D_33	0	1	0.020327821	0.98820424	0	1	0.003	0.997	0.0173481476549351	0.982651852345065	54542	1.006432798482505	0.4825822302079132	0.0	0.0	0.0	0.0	0	0	-1.446764494154933	-48.00398630973591	0	0	1	0
EC_2655_2S2_D_34	0	1	0.07395327	0.955464	0	1	0.435	0.565	0.0295133022592128	0.970486697740787	50472	1.135166152906482	0.4474956411475669	0.0	0.0	0.0	0.0	0	0	-4.807662917623559	-16.069606737413036	0	0	1	0
EC_2655_2S2_D_35	0	1	0.018318504	0.98961765	0	1	0.0	1.0	0.0106677247946753	0.989332275205325	47229	0.971522549587254	0.5230261068411357	0.0	0.0	0.0	0.0	0	0	0.3784107069177658	-65.47308563203589	0	0	1	0
EC_2655_2S2_D_36	0	1	0.022871787	0.98716474	0	1	0.0	1.0	0.044942355764875	0.955057644235125	44359	1.0710737275060866	0.5109447913613923	0.0	0.0	0.0	0.0	0	0	1.1460623164775594	-78.9978776580648	1	0	1	0
EC_2655_2S2_D_37	0	1	0.059604783	0.96396875	0	1	0.519	0.481	0.265576772643872	0.734423227356128	42845	1.1419603440567143	0.4609172598903022	0.0	0.0	0.0	0.0	0	0	-11.549390945657056	40.09201422545584	0	1	1	0
EC_2655_2S2_D_38	0	1	0.05239217	0.9681103	0	1	0.002	0.998	0.0190904861662911	0.980909513833709	42193	1.0824093905131391	0.4705756879103169	0.0	0.0	0.0	0.0	0	0	-0.1005189437707319	-47.33649193299995	0	0	1	0
EC_2655_2S2_D_39	0	1	0.049997028	0.970253	0	1	0.0	1.0	0.0100313777657463	0.989968622234254	40932	1.006015673473551	0.4935014169842666	0.0	0.0	0.0	0.0	0	0	-0.3247027616789077	-70.84554100179334	0	0	1	0
EC_2655_2S2_D_40	0	1	0.017936606	0.98979366	0	1	0.0	1.0	0.048875061264679	0.951124938735321	39925	1.0798341776503957	0.5075767063243581	0.0	0.0	0.0	0.0	0	0	0.8832684059255413	-86.90206097854582	1	0	1	0
EC_2655_2S2_D_41	0	1	0.03835475	0.9780722	0	1	0.849	0.151	0.143788587559706	0.856211412440294	31310	0.8474911637766694	0.520887895241137	0.0	0.0	0.0	0.0	0	0	-14.278985975626712	49.34777813547106	0	1	0	1
EC_2655_2S2_D_42	0	1	0.012626883	0.99326974	0	1	0.0	1.0	0.0747126362058165	0.925287363794184	30707	1.0407499499640664	0.532223922884033	0.0	0.0	0.0	0.0	0	0	1.0208824013050206	-77.59082275210798	1	0	1	0
EC_2655_2S2_D_43	0	1	0.094459675	0.94279885	0	1	0.199	0.801	0.159444988235447	0.840555011764553	30045	1.1416790760094409	0.4442003661174904	0.0	0.0	0.0	0.0	0	0	-0.353731620484071	-14.827009360873586	0	0	1	0
EC_2655_2S2_D_44	0	1	0.04022096	0.9764328	0	1	0.012	0.988	0.0829477931905991	0.917052206809401	29815	1.0373808890915668	0.4764044943820225	0.0	0.0	0.0	0.0	0	0	-0.9792004486412696	-57.52682858585186	0	0	1	0
EC_2655_2S2_D_45	0	1	0.025378764	0.9856093	0	1	0.0	1.0	0.0350998048838169	0.964900195116183	28899	0.994519567349636	0.5115747949756047	0.0	0.0	0.0	0.0	0	0	1.1344731661729357	-99.01290348167107	1	0	1	0
EC_2655_2S2_D_46	0	1	0.021984942	0.9874299	0	1	0.001	0.999	0.0750342777346014	0.924965722265399	28523	1.0503844384022334	0.5122883287171757	0.0	0.0	0.0	0.0	0	0	0.3327411881597051	-43.83722206189847	0	0	1	0
EC_2655_2S2_D_47	0	1	0.034897104	0.9794785	0	1	0.007	0.993	0.017704752429155	0.982295247570845	28217	0.995117124142376	0.4823333451465428	0.0	0.0	0.0	0.0	0	0	-0.1944850049831812	-28.99523008917206	0	0	1	0
EC_2655_2S2_D_48	0	1	0.025372231	0.98523825	0	1	0.009	0.991	0.0335218091987908	0.966478190801209	27232	1.0395236207252343	0.4930596357226792	0.0	0.0	0.0	0.0	0	0	-0.8701976449159119	-23.484488049697205	0	0	1	0
EC_2655_2S2_D_49	0	1	0.025410615	0.9846541	0	1	0.0	1.0	0.0525333397664207	0.947466660233579	26686	1.040986297053732	0.5323015813535187	0.0	0.0	0.0	0.0	0	0	-0.0235561186902506	-26.3869142184899	0	0	1	0
EC_2655_2S2_D_50	0	1	0.02071028	0.98832595	0	1	0.003	0.997	0.0656739044950568	0.934326095504943	26284	1.074680295398648	0.4981737939430832	0.0	0.0	0.0	0.0	0	0	1.3866256204352505	-118.57100911488943	1	0	1	0
EC_2655_2S2_D_51	0	1	0.028562268	0.98363185	0	1	0.001	0.999	0.0204764666903789	0.979523533309621	26047	0.988303192953522	0.5142242868660498	0.0	0.0	0.0	0.0	0	0	0.5409495939001214	-45.352965424356704	1	0	1	0
EC_2655_2S2_D_52	0	1	0.0603555	0.96149564	0	1	0.003	0.997	0.0273142280941348	0.972685771905865	25986	0.9988136187668794	0.4995382128838605	0.0	0.0	0.0	0.0	0	0	-0.8530332407561092	-26.52089167368716	0	0	1	0
EC_2655_2S2_D_53	0	1	0.033302348	0.980955	0	1	0.002	0.998	0.0507104179267273	0.949289582073273	24212	0.959471077703826	0.5107797786221708	0.0	0.0	0.0	0.0	0	0	0.8376740622472933	-68.30926275928255	1	0	1	0
EC_2655_2S2_D_54	0	1	0.030221548	0.98268133	0	1	0.002	0.998	0.0356012531478278	0.964398746852172	23469	1.058890703940675	0.5128467339895181	0.0	0.0	0.0	0.0	0	0	0.3893483246170781	-40.83441970011928	0	0	1	0
EC_2655_2S2_D_55	0	1	0.12816676	0.92202973	0	1	0.027	0.973	0.0018344147902362	0.998165585209764	22012	1.0928399566505869	0.4367163365437034	0.0	0.0	0.0	0.0	0	0	0.1802757069248999	-27.459983420585587	0	0	1	0
EC_2655_2S2_D_56	1	0	0.11607348	0.929163	1	0	0.973	0.027	0.678565248904429	0.321434751095571	21945	0.9313011802430992	0.444565960355434	0.0	0.0	0.0	1.0	0	1	-4.805049296897212	20.842363700996884	0	1	0	1
EC_2655_2S2_D_57	0	1	0.040072083	0.9764945	0	1	0.14	0.86	0.0567484844124319	0.943251515587568	21492	1.0382437789377994	0.4944165270798437	0.0	0.0	0.0	0.0	0	0	-0.8549027823104112	-22.633057131361205	0	0	1	0
EC_2655_2S2_D_58	0	1	0.093462706	0.94394934	0	1	0.015	0.985	0.0241077970402923	0.975892202959708	17392	0.951259131182704	0.5545078196872125	0.0	0.0	0.0	0.0	0	0	0.2085121509504874	-25.465285197662936	0	0	1	0
EC_2655_2S2_D_59	1	0	0.41304335	0.73417455	1	0	0.873	0.127	0.367163351587005	0.632836648412995	16946	0.8873138652909685	0.5007081317124985	0.0	0.0	0.0	0.0	0	0	-2.1841291282293795	9.7391284193145	0	0	0	1
EC_2655_2S2_D_60	0	1	0.035647314	0.980013	0	1	0.004	0.996	0.0126523413294384	0.987347658670562	14483	0.97619374914244	0.5275150176068494	0.0	0.0	0.0	0.0	0	0	0.2978266939482035	-30.76866013771682	0	0	1	0
EC_2655_2S2_D_61	0	1	0.045617804	0.9739696	0	1	0.008	0.992	0.0056725569258085	0.994327443074191	14340	1.0008808715648851	0.5183403068340307	0.0	0.0	0.0	0.0	0	0	-0.5834105554961111	-10.125742010282636	0	0	1	0
EC_2655_2S2_D_62	0	1	0.08005147	0.9486897	0	1	0.403	0.597	0.0698513034250521	0.930148696574948	14208	1.0365358367615356	0.4692426801801801	0.0	0.0	0.0	0.0	0	0	0.0681059676905437	-30.01340492663211	0	0	1	0
EC_2655_2S2_D_63	0	1	0.034779154	0.9800348	0	1	0.008	0.992	0.0342787885973678	0.965721211402632	13310	1.0918499745014207	0.5054094665664913	0.0	0.0	0.0	0.0	0	0	0.4000921330447458	-36.15165743336405	0	0	1	0
